_id,numerocontrato,anocontrato,orgaocontratante,objetocontrato,origemcontrato,sequencialcompra,cnpjcontratado,cpfcontratado,razaonomecontratado,logradouroendcontratado,numeroendcontratado,complementoendcontratado,bairroendcontratado,cidadeendcontratado,estadoendcontratado,datainiciovigencia,datafimvigencia,valorcontrato1,valorcontrato2,situacaocontrato
3372,5002.1009/2013,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,CONTRATAÇÃO DE EMPRESA DE CONSULTORIA ESPECIALIZADA EM COMUNICAÇÃO,LICITAÇÃO,,11202551000154,,DENKER CONSULTORES ASSOCIADOS LTDA,RUA DO  SOSSEGO,253,SALA 04,BOA VISTA,RECIFE,PE,2013-04-22T00:00:00,2013-09-19T00:00:00,48750.0,39050.0,ENCERRADO
3373,5002.1012/2013,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE RECUPERAÇÃO DE BANHEIROS PÚBLICOS EM DIVERSAS  RPA'S DA CIDADE DO RECIFE,LICITAÇÃO,,6157352000131,,ROBERTO & JAIR COMERCIO E SERVICOS LTDA - EPP,RUA MORENO,255,"",ARTHUR LUNDGREN I,PAULISTA,PE,2013-06-09T00:00:00,2013-10-07T00:00:00,141928.03,103082.55,ENCERRADO
3374,5002.1016/2013,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE TERRAPLENAGEM EM DIVERSAS RUAS NÃO PAVIMENTADAS DA CIDADE DO RECIFE,LICITAÇÃO,,1514128000136,,SCAVE SERVICOS DE ENGENHARIA E LOCACAO LTDA,RUA DA  REGENERACAO,1133,"",ARRUDA,RECIFE,PE,2013-08-19T00:00:00,2013-09-18T00:00:00,145740.0,145740.0,ENCERRADO
3375,5002.1017/2013,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,IMPLANTAÇÃO DE BANHEIRO NA ORLA DE BRASILIA TEIMOSA.,LICITAÇÃO,,40884405000154,,LOQUIPE  LOCACAO DE EQUIPAMENTOS E MAO DE OBRA LTDA,RUA MAJOR QUINTEIRO,89,"",CORDEIRO,RECIFE,PE,2013-11-13T00:00:00,2014-02-11T00:00:00,100648.48,85966.91,ENCERRADO
3376,5002.1022/2013,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS EM REPRESENTAÇÃO JURÍDICA E ACOMPANHAMENTO DE PROCESSOS,LICITAÇÃO,,18594480000121,,ARAUJO E CASTRO ADVOGADOS,RUA HELENA DE LEMOS,330,COMPLEMENTO 105,ILHA DO RETIRO,RECIFE,PE,2014-01-24T00:00:00,2015-01-24T00:00:00,74400.0,74400.0,ENCERRADO
3377,5002.1046/2010,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE MANUTENÇÃO CONTÍNUA NA PASSARELA DO PINA - AV. HERCULANO BANDEIRA,LICITAÇÃO,,1781573000162,,R P L ENGENHARIA E SERVICOS LTDA,RUA SAO CAETANO,359,CASA,CAMPO GRANDE,RECIFE,PE,2010-09-01T00:00:00,2011-09-01T00:00:00,666231.72,142030.38,ENCERRADO
3378,5002.1047/2010,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"INSTALAÇÃO DE 01 (UMA) CAIXA COMPACTADORA ESTACIONÁRIA, COM CAPACIDADE DE 15 M3,  INCLUINDO A REMOÇÃO DOS RESÍDUOS NO CEMITÉRIO SÃO BOM JESUS DA REDENÇÃO - SANTO AMARO",LICITAÇÃO,,1459413000100,,ELUS ENGENHARIA LIMPEZA URBANA E SINALIZACAO LTDA,ESTRADA DA  COMPORTA-RUA COLINAS,877,AX-1,COMPORTAS,JABOATAO DOS GUARARAPES,PE,2010-10-01T00:00:00,2013-09-30T00:00:00,202320.0,67440.0,ENCERRADO
3379,5002.1059/2010,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,MANUTENÇÃO DOS BANHEIROS DA ORLA DE BOA VIAGEM.,LICITAÇÃO,,6157352000131,,ROBERTO & JAIR COMERCIO E SERVICOS LTDA - EPP,RUA MORENO,255,"",ARTHUR LUNDGREN I,PAULISTA,PE,2011-04-28T00:00:00,2014-10-24T00:00:00,547586.59,141085.0,ENCERRADO
3380,5002.1082/2008,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ADVOCATÍCIOS DE DEFESA  NAS AÇÕES TRABALHISTAS,LICITAÇÃO,,4765911000160,,COSTA PINTO & CORREA ADVOGADOS,RUA TABIRA,193,"",BOA VISTA,RECIFE,PE,2008-12-15T00:00:00,2013-12-15T00:00:00,430526.89,78600.0,ENCERRADO
3381,5002.2002/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,COLETA E TRANSPORTE DE VALORES DAS NECROPOLES SAO BOM JESUS DA REDENÇAO (SANTO AMRO) E PARQUE DAS FLORES.,DISPENSA,,11179264000170,,PRESERVE SEGURANCA E TRANSPORTE DE VALORES LTDA,AFONSO PENA,,"",SANTO AMARO,RECIFE,PE,2014-11-06T00:00:00,2015-11-06T00:00:00,14810.4,14810.4,ENCERRADO
3382,5002.2003/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇO DE RECARGA, PINTURA, TESTE HIDROSTÁTICO E SUBSTITUIÇÃO DE PEÇAS PARA EXTINTORES DE INCÊNDIO PARA ATENDER CI. 63/14",INEXIGIBILIDADE,,41057233000108,,PREVENCAO INDUSTRIAL EIRELI - EPP,RUA IMPERIAL,1898,FUNDOS,SAO JOSE,RECIFE,PE,2014-11-13T00:00:00,2015-11-13T00:00:00,10107.0,10107.0,ENCERRADO
3383,5002.2005/2012,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE TRANSPORTE DE VALORES DOS CEMITÉRIOS PARQUE DAS FLORES E SANTO AMARO PARA O BANCO DO BRASIL,INEXIGIBILIDADE,,11179264000170,,PRESERVE SEGURANCA E TRANSPORTE DE VALORES LTDA,AFONSO PENA,,"",SANTO AMARO,RECIFE,PE,2012-09-21T00:00:00,2013-09-21T00:00:00,12780.0,12780.0,ENCERRADO
3384,5002.2005/2013,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE REQUALIFICAÇÃO EM SALAS DO EDIFÍCIO SEDE DA EMLURB,INEXIGIBILIDADE,,11523068000171,,CONSTRUTORA FAELLA EIRELI,RUA CALUMBI,94,"",AREIAS,RECIFE,PE,2013-09-02T00:00:00,2013-09-27T00:00:00,17053.58,17053.58,ENCERRADO
3385,5002.2007/2015,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,PRESTAÇÃO DE SERVIÇOS E COMPRA DE PRODUTOS.,INEXIGIBILIDADE,,34028316002157,,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,AVENIDA GUARARAPES,250,"",SANTO ANTONIO,RECIFE,PE,2015-09-15T00:00:00,2016-09-14T00:00:00,48000.0,48000.0,ENCERRADO
3386,5002.2008/2013,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,RECUPERAÇÃO DO GUARDA CORPO DO MUSEU A CÉU ABERTO.,INEXIGIBILIDADE,,13640375000168,,LUCAS ANDRADE & DIAS SERVIÇOS CONSTRUCOES LTDA - ME,AVENIDA GOVERNADOR CARLOS DE LIMA CAVALCANTE,4821,APT. 201,CASA CAIADA,OLINDA,PE,2014-02-03T00:00:00,2014-03-20T00:00:00,29677.14,29677.14,ENCERRADO
3387,5002.2010/2013,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE DE VALORES, DAS NECRÓPOLES SANTO AMARO E PARQUE DAS FLORES",INEXIGIBILIDADE,,11179264000170,,PRESERVE SEGURANCA E TRANSPORTE DE VALORES LTDA,AFONSO PENA,,"",SANTO AMARO,RECIFE,PE,2013-10-07T00:00:00,2014-10-07T00:00:00,13726.2,13726.2,ENCERRADO
3388,5002.2010/2015,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"LOCAÇÃO DE SOWFTWARE DE TRATAMENTO DE PONTO ONLINE, LOCAÇÃO DE TREINAMENTOS PARA 06 (SEIS) EQUIPAMENTOS (RELÓGIOS DE PONTO DIGITAL BIOMÉTRICO).",DISPENSA,,3423683000188,,ADELTEC INFORMATICA E TECNOLOGIA LTDA ME,RUA DAS MANGUEIRAS,23,LOT. CAMPO BELO,UMBURA,IGARASSU,PE,2016-07-20T00:00:00,2017-07-19T00:00:00,7192.8,7192.8,ENCERRADO
3389,5002.2012/2013,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,PROJETO DE RESTAURAÇÃO E RECOMPOSIÇÃO PARCIAL DA ANTIGA ESTAÇÃO PONTE D' UCHOA - AV. RUI BARBOSA S/Nº GRAÇAS,INEXIGIBILIDADE,,11180093000108,,LOPES VALADARES ARQUITETOS ASSOCIADOS,"",,"","","","",2013-11-11T00:00:00,2013-12-06T00:00:00,15000.0,15000.0,ENCERRADO
3390,5002.3001/2010,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"CONSTRUÇÃO DE TÚMULOS E OSSUÁRIOS NA ALA SUL DO CEMITÉRIO SÃO BOM JESUS DA REDENÇÃO DE SANTO AMARO, ASSIM COMO A REFORMA DOS BLOCOS NºS 01, 02 E 03 DA QUADRA 30 LOCALIZADA NA MESMA NECRÓPOLE",LICITAÇÃO,,3330089000142,,CABANA CONSTRUCOES LTDA EPP,RUA MANUEL DE BARROS LIMA,192,"",CAMPO GRANDE,RECIFE,PE,2011-07-04T00:00:00,2013-04-24T00:00:00,2585566.61,2517784.75,ENCERRADO
3391,5002.4001/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,AQUISIÇÃO DE ÓLEOS LUBRIFICANTES.,LICITAÇÃO,,9117368000109,,PERUIBE COMERCIO DE PRODUTOS ELETRO ELETRONICOS LTDA,RUA JABOTICABAL,871,"",VILA BERTIOGA,SAO PAULO,SP,2014-02-05T00:00:00,2015-02-05T00:00:00,30216.0,30216.0,ENCERRADO
3392,5002.4002/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,AQUISIÇÃO ESTAÇÃO TOTAL PARA USO EM TOPOGRAFIA,LICITAÇÃO,,7735373000150,,CPE SC EQUIPAMENTOS TOPOGRÁFICOS LTDA,RUA WANDERLEI JUNIOR,5,SALA 403,CAMPINAS,SAO JOSE,SC,2014-03-11T00:00:00,2014-04-11T00:00:00,20000.0,20000.0,ENCERRADO
3393,5002.4003/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"FORNECIMENTO DE GRÃOS, RAÇÕES E ALIMENTOS PARA OS ANIMAIS DO PARQUE TREZE DE MAIO.",LICITAÇÃO,,12033155000103,,CERES MENDONCA GALVAO ALMEIDA - EPP,LARGO DE  CASA AMARELA,25,LOJA A,CASA AMARELA,RECIFE,PE,2014-01-31T00:00:00,2015-01-31T00:00:00,64999.2,64999.2,ENCERRADO
3394,5002.4004/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO PARA DIVERSAS NECRÓPOLES.,LICITAÇÃO,,12558114000130,,L CORDEIRO COMERCIO E SERVICOS DE MATERIAL DE CONSTRUCAO LTDA - ME,AVENIDA CAXANGA,2354,"",CORDEIRO,RECIFE,PE,2014-02-19T00:00:00,2015-02-19T00:00:00,140356.76,140356.76,ENCERRADO
3395,5002.4006/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,AQUISIÇÃO DE ÁGUA MINERAL SEM GÁS GARRAFÃO 20 L.,LICITAÇÃO,,5890335000146,,CRISTIANE DIAS DE ARAUJO  EPP,RUA DOUTOR LISBAO COUTINHO,100,"",PEIXINHOS,OLINDA,PE,2014-02-18T00:00:00,2015-02-18T00:00:00,54600.0,54600.0,ENCERRADO
3396,5002.4007/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,FORNECIMENTO DE CONTENTORES E PULVERIZADORES PARA ATENDER AS DEMANDAS NO PERÍODO CARNAVALESCO/ 2014,LICITAÇÃO,,7841319000199,,Y G SERVICOS E COMERCIO DE INFORMATICA LTDA EPP,AVENIDA OLINDA,431,SALA 101,TAMBAU,JOAO PESSOA,PB,2014-02-25T00:00:00,2014-03-27T00:00:00,49749.9,49749.9,ENCERRADO
3397,5002.4008/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"MATERIAL DE LIMPEZA, PARA ATENDER AS DEMANDAS NO PERÍODO CARNAVALESCO/ 2014",LICITAÇÃO,,16692627000190,,LND COMERCIO DE MATERIAL E EQUIPAMENTOS DE LIMPEZA E HOSPITALAR EIRELI - ME,RUA JOSE AUGUSTO DE BARROS,1742,CASA A SALA 01,JIQUIA,RECIFE,PE,2014-02-25T00:00:00,2014-03-27T00:00:00,14165.0,14165.0,ENCERRADO
3398,5002.4010/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,FORNECER MATERIAL ELÉTRICO - GRUPO 01,LICITAÇÃO,,3763290000113,,ENERGIA MATERIAIS ELETRICOS E DE CONSTRUCAO LTDA ME,AVENIDA PREFEITO GERALDO PINHO ALVES,99,"",JARDIM MARANGUAPE,PAULISTA,PE,2014-03-19T00:00:00,2014-04-18T00:00:00,247900.0,247900.0,ENCERRADO
3399,5002.4011/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,FORNECIMENTO DE MATERIAL ELÉTRICO - GRUPO 02,LICITAÇÃO,,3763290000113,,ENERGIA MATERIAIS ELETRICOS E DE CONSTRUCAO LTDA ME,AVENIDA PREFEITO GERALDO PINHO ALVES,99,"",JARDIM MARANGUAPE,PAULISTA,PE,2014-03-19T00:00:00,2014-04-18T00:00:00,803055.0,803055.0,ENCERRADO
3400,5002.4012/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,FORNECIMENTO DE MATERIAL ELÉTRICO - GRUPO 04,LICITAÇÃO,,3763290000113,,ENERGIA MATERIAIS ELETRICOS E DE CONSTRUCAO LTDA ME,AVENIDA PREFEITO GERALDO PINHO ALVES,99,"",JARDIM MARANGUAPE,PAULISTA,PE,2014-03-19T00:00:00,2014-04-18T00:00:00,826000.0,826000.0,ENCERRADO
3401,5002.4015/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"AQUISIÇÃO DE PRODUTOS FERRAMENTAS DIVERSAS, BEBEDOUROS E ROÇADEIRAS.",LICITAÇÃO,,10942831000136,,COMERCIAL VANGUARDEIRA EIRELI,RUA FRITZ SPERNAU,1000,FUNDOS,FORTALEZA,BLUMENAU,SC,2014-03-14T00:00:00,2015-03-14T00:00:00,16920.0,16920.0,ENCERRADO
3402,5002.4016/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"FORNECIMENTO DE 04 (QUATRO) RELÓGIOS DE PONTO DIGITAL, DE ACORDO COM A DESCRIÇÃO PREVISTA NO CAPÍTULO III DO TERMO DE REFERÊNCIA INSERIDO ÀS FLS. 04 - 09 DESTE PROCESSO.",LICITAÇÃO,,3423683000188,,ADELTEC INFORMATICA E TECNOLOGIA LTDA ME,RUA DAS MANGUEIRAS,23,LOT. CAMPO BELO,UMBURA,IGARASSU,PE,2014-04-03T00:00:00,2015-04-03T00:00:00,14875.2,14875.2,ENCERRADO
3403,5002.4017/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,AQUISIÇÃO DE BEBEDOURO,LICITAÇÃO,,70120662000180,,ATACADAO DOS ELETRODOMESTICOS DO NORDESTE LTDA,RODOVIA BR-101,0,KM. 04 - GALPAO B,MARES,JOAO PESSOA,PB,2014-06-03T00:00:00,2015-06-03T00:00:00,3740.0,3740.0,ENCERRADO
3404,5002.6001/2011,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇO DE RECUPERAÇÃO DE PAVIMENTOS DE VIAS DO RECIFE COM CONCRETO ASFÁLTICO RPA - 06.,LICITAÇÃO,,999591000152,,AGC CONSTRUCOES E  EMPREENDIMENTOS LTDA,RUA JONATHAS DE VASCONCELOS,457,SALA 201,BOA VIAGEM,RECIFE,PE,2013-07-24T00:00:00,2014-07-24T00:00:00,19719691.74,7889339.94,ENCERRADO
3405,5002.6005/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,RECUPERAÇÃO DE PRAÇAS PROJETAS PELO ARQUITETO BURLE MAX - LOTE 01 - PRAÇA DE CASA FORTE.,LICITAÇÃO,,41116138000138,,REAL ENERGY LTDA,RUA BEIRA CANAL,49,"",BULTRINS,OLINDA,PE,2014-02-25T00:00:00,2014-04-26T00:00:00,374000.0,374000.0,ENCERRADO
3406,5002.6007/2009,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE MONITORAMENTO AMBIENTAL E SERVIÇOS DE CONSULTORIA TECNOLÓGICA PARA TRATAMENTO DE RESÍDUOS SÓLIDOS URBANO NO ATERRO CONTROLADO DA MURIBECA,DISPENSA,,11187606000102,,ATEPE ASSOCIAÇÃO TECNOLÓGICA DE PERNAMBUCO,"",,"","","","",2009-06-17T00:00:00,2014-06-11T00:00:00,181843.2,181843.2,ENCERRADO
3407,5002.6007/2010,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"MANUTENÇÃO CONTINUA DO TÚNEL DO PINA COMPOSTO POR GRUPO GERADOR E CONJUNTOS DE MOTO BOMBAS, COMPORTAS DO DERBY/TACARUNA E SISTEMA DE DRENAGEM FORÇADA DA ESTAÇÃO ELEVATÓRIA DO IPSEP",LICITAÇÃO,,12580932000130,,JPW ENGENHARIA ELETRICA LTDA,RUA DR. GEORGE WILLIAM BUTLER,125,"",CURADO,RECIFE,PE,2010-05-01T00:00:00,2016-04-29T00:00:00,5603725.28,2424819.12,ENCERRADO
3408,5002.6007/2012,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇOS DE MANUTENÇÃO DE ESCADARIAS LOCALIZADAS NAS RPA 4,5 E 6",LICITAÇÃO,,11481173000195,,ETNA ENGENHARIA E TERRAPLANAGEM NACIONAL LTDA,AVENIDA SENADOR NILO COELHO,70,"",SAPUCAIA,OLINDA,PE,2012-03-15T00:00:00,2014-06-15T00:00:00,1418549.85,1418549.85,ENCERRADO
3409,5002.6007/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,RECUPERAÇÃO DE PRAÇAS PROJETADAS PELO ARQUITETO BURLE MAX - LOTE 03 PRAÇA DA REPUBLICA E PRAÇA FARIA NEVES.,LICITAÇÃO,,11481173000195,,ETNA ENGENHARIA E TERRAPLANAGEM NACIONAL LTDA,AVENIDA SENADOR NILO COELHO,70,"",SAPUCAIA,OLINDA,PE,2014-03-06T00:00:00,2014-05-05T00:00:00,370776.99,370776.99,ENCERRADO
3410,5002.6008/2012,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE MANUTENÇÃO DE ESCADARIAS  LOCALIZADAS NA RPA 03,LICITAÇÃO,,11481173000195,,ETNA ENGENHARIA E TERRAPLANAGEM NACIONAL LTDA,AVENIDA SENADOR NILO COELHO,70,"",SAPUCAIA,OLINDA,PE,2012-03-15T00:00:00,2014-03-15T00:00:00,2233655.85,2090272.0,ENCERRADO
3411,5002.6009/2010,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇO DE MANUTENÇÃO CONTÍNUA DO SISTEMA DE CANAIS E CANALETAS DO SITEMA DE MACRO DRENAGEM DAS RPAS 01, 02 E 03 DO RECIFE.",LICITAÇÃO,,11481173000195,,ETNA ENGENHARIA E TERRAPLANAGEM NACIONAL LTDA,AVENIDA SENADOR NILO COELHO,70,"",SAPUCAIA,OLINDA,PE,2010-04-13T00:00:00,2011-04-13T00:00:00,6278969.06,1167142.0,ENCERRADO
3412,5002.6009/2012,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS CONTÍNUOS DE LIMPEZA E DESOBSTRUÇÃO MECANIZADA DE GALERIAS NA RPA - 03 DA CIDADE DO RECIFE COM UTILIZAÇÃO DE EQUIPAMENTOS DE HIDROJATEAMENTO E SUCÇÃO.,LICITAÇÃO,,11481173000195,,ETNA ENGENHARIA E TERRAPLANAGEM NACIONAL LTDA,AVENIDA SENADOR NILO COELHO,70,"",SAPUCAIA,OLINDA,PE,2012-05-04T00:00:00,2013-09-30T00:00:00,686527.4,686527.4,ENCERRADO
3413,5002.6010/2010,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇO DE MANUTENÇÃO CONTÍNUA DO SISTEMA DE CANAIS E CANALETAS DO SISTEMA DE MACRO DRENAGEM DAS RPA 04 E 05 LOTE 03 DA CIDADE DO RECIFE.,LICITAÇÃO,,40884405000154,,LOQUIPE  LOCACAO DE EQUIPAMENTOS E MAO DE OBRA LTDA,RUA MAJOR QUINTEIRO,89,"",CORDEIRO,RECIFE,PE,2010-04-13T00:00:00,2011-04-13T00:00:00,5162695.12,959671.96,ENCERRADO
3414,5002.6010/2011,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE IMPRESSÃO DEPARTAMENTAL,SARP,,6351396000106,,KANZEN COMERCIO E SERVICOS LTDA EPP,AVENIDA GENERAL MAC ARTHUR,455,"",IMBIRIBEIRA,RECIFE,PE,2011-10-10T00:00:00,2012-10-10T00:00:00,315003.77,115670.4,ENCERRADO
3415,5002.6010/2012,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS CONTÍNUO DE LIMPEZA E DESOBSTRUÇÃO MECANIZADA DE GALERIAS NA RPA - 02 DA CIDADE DO RECIFE COM UTILIZAÇÃO DE EQUIPAMENTOS DE HIDROJATEAMENTO E SUCÇÃO.,LICITAÇÃO,,11481173000195,,ETNA ENGENHARIA E TERRAPLANAGEM NACIONAL LTDA,AVENIDA SENADOR NILO COELHO,70,"",SAPUCAIA,OLINDA,PE,2012-05-04T00:00:00,2013-09-30T00:00:00,686875.4,686875.4,ENCERRADO
3416,5002.6011/2010,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇO DE MANUTENÇÃO CONTÍNUA DO SISTEMA DE CANAIS E CANALETAS DO SISTEMA DE MACRO DRENAGEM DAS RPA 06 DO RECIFE.,LICITAÇÃO,,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2010-04-13T00:00:00,2011-04-13T00:00:00,5342912.53,993147.11,ENCERRADO
3417,5002.6011/2011,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE VIGILÂNCIA ARMADA E DESARMADA COM E SEM RÁDIO,SARP,,8165946000110,,LISERVE VIGILANCIA E TRANSPORTE DE VALORES LTDA,RUA NELSINA PEREIRA DA SILVA,45,SANTA TEREZA,VARADOURO,OLINDA,PE,2012-02-01T00:00:00,2014-01-31T00:00:00,2169246.72,3102888.0,ENCERRADO
3418,5002.6011/2012,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS CONTÍNUOS DE LIMPEZA E DESOBSTRUÇÃO MECANIZADA DE GALERIAS NA RPA - 01 DA CIDADE DO RECIFE COM UTILIZAÇÃO DE EQUIPAMENTOS DE HIDROJATEAMENTO E SUCÇÃO.,LICITAÇÃO,,11481173000195,,ETNA ENGENHARIA E TERRAPLANAGEM NACIONAL LTDA,AVENIDA SENADOR NILO COELHO,70,"",SAPUCAIA,OLINDA,PE,2012-05-04T00:00:00,2013-09-30T00:00:00,685603.0,685603.0,ENCERRADO
3419,5002.6011/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE RESTAURAÇÃO E RECOMPOSIÇÃO PARCIAL DA ESTAÇÃO PONTE DÚCHOA,LICITAÇÃO,,8064693000198,,CONCREPOXI ENGENHARIA LTDA,AVENIDA JOAO DE BARROS,903,"",BOA VISTA,RECIFE,PE,2014-01-24T00:00:00,2014-04-24T00:00:00,169999.99,169999.99,ENCERRADO
3420,5002.6012/2011,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,MANUTENÇAO CONTÍNUA DAS AREAS EXTERNAS DO PARQUE DONA LINDU - BOA VIAGEM,LICITAÇÃO,,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2011-11-08T00:00:00,2013-11-08T00:00:00,875527.61,340436.3,ENCERRADO
3421,5002.6012/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,RECUPERAÇÃO DO PRÉDIO DE ADMINISTRAÇÃO DO CEMITÉRIO SÃO BOM JESUS DO ARRAIAL DE CASA AMARELA DA CIDADE DO RECIFE.,LICITAÇÃO,,11481173000195,,ETNA ENGENHARIA E TERRAPLANAGEM NACIONAL LTDA,AVENIDA SENADOR NILO COELHO,70,"",SAPUCAIA,OLINDA,PE,2014-02-19T00:00:00,2014-05-20T00:00:00,295999.97,295999.97,ENCERRADO
3422,5002.6013/2009,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA DO SISTEMA DE ILUMINAÇÃO PÚBLICA DO MUNICÍPIO DO RECIFE - LOTE 03 - RPA 04 E 05,LICITAÇÃO,,41079914000177,,VENTURE NEGOCIOS LTDA,AVENIDA PERNAMBUCO,81,SALA M,CENTRO,CAMARAGIBE,PE,2009-10-09T00:00:00,2013-10-08T00:00:00,3861989.2,947797.2,ENCERRADO
3423,5002.6013/2012,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,CONSTRUÇÃO DE CASA DE BOMBA JUSANTE NORTE CANAL DO DERBY/TACARUNA.,LICITAÇÃO,,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2013-09-19T00:00:00,2013-12-18T00:00:00,698020.94,698020.94,ENCERRADO
3424,5002.6013/2014,,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,FECHAMENTO DE ÁREAS PÚBLICAS E EDIFICAÇÕES COM RISCO DE DESABAMENTO NO PERÍODO DO CARNAVAL 2014 - LOTE 01.,LICITAÇÃO,,6157352000131,,ROBERTO & JAIR COMERCIO E SERVICOS LTDA - EPP,RUA MORENO,255,"",ARTHUR LUNDGREN I,PAULISTA,PE,2014-02-17T00:00:00,2014-03-19T00:00:00,354000.12,354000.12,ENCERRADO
